Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8
Афлубин;;289.52;2017;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ВЛАДИМИРСКОЙ ОБЛАСТИ ""МЕЛЕНКОВСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА""";3319002128;55.335172;41.634865
Средства антибактериальные гомеопатические лекарственные для лечения протозойных инфекций, грибковых заболеваний, антисептические;;157639.3;2014;"государственное бюджетное учреждение здравоохранения Ставропольского края ""Родильный дом"" г. Минеральные Воды";2630031629;44.205795;43.138878
Средства антибактериальные гомеопатические лекарственные для лечения протозойных инфекций, грибковых заболеваний, антисептические;;205574.88;2015;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""МОСКОВСКИЙ ГОРОДСКОЙ НАУЧНО-ПРАКТИЧЕСКИЙ ЦЕНТР БОРЬБЫ С ТУБЕРКУЛЕЗОМ ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""";7718115064;55.755814;37.617635
Средства антибактериальные гомеопатические лекарственные для лечения протозойных инфекций, грибковых заболеваний, антисептические;;932170;2015;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""МОСКОВСКИЙ ГОРОДСКОЙ НАУЧНО-ПРАКТИЧЕСКИЙ ЦЕНТР БОРЬБЫ С ТУБЕРКУЛЕЗОМ ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""";7718115064;55.755814;37.617635
Средства антибактериальные гомеопатические лекарственные для лечения протозойных инфекций, грибковых заболеваний, антисептические;;737660;2015;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""МОСКОВСКИЙ ГОРОДСКОЙ НАУЧНО-ПРАКТИЧЕСКИЙ ЦЕНТР БОРЬБЫ С ТУБЕРКУЛЕЗОМ ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""";7718115064;55.755814;37.617635
Средства антибактериальные гомеопатические лекарственные для лечения протозойных инфекций, грибковых заболеваний, антисептические;;296441.44;2015;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""МОСКОВСКИЙ ГОРОДСКОЙ НАУЧНО-ПРАКТИЧЕСКИЙ ЦЕНТР БОРЬБЫ С ТУБЕРКУЛЕЗОМ ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""";7718115064;55.755814;37.617635
Средства антибактериальные гомеопатические лекарственные для лечения протозойных инфекций, грибковых заболеваний, антисептические;;17123.68;2015;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""МОСКОВСКИЙ ГОРОДСКОЙ НАУЧНО-ПРАКТИЧЕСКИЙ ЦЕНТР БОРЬБЫ С ТУБЕРКУЛЕЗОМ ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""";7718115064;55.755814;37.617635
Средства антибактериальные гомеопатические лекарственные для лечения протозойных инфекций, грибковых заболеваний, антисептические;;839440;2015;"Государственное казенное учреждение здравоохранения города Москвы ""Московский городской научно-практический центр борьбы с туберкулезом Департамента здравоохранения города Москвы""";7718115064;55.755814;37.617635
Средства гомеопатические лекарственные прочие;;3241980;2015;"Государственное казенное учреждение здравоохранения города Москвы ""Московский городской научно-практический центр борьбы с туберкулезом Департамента здравоохранения города Москвы""";7718115064;55.755814;37.617635
Средства гомеопатические лекарственные прочие;;1626075;2016;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""МОСКОВСКИЙ НАУЧНО-ПРАКТИЧЕСКИЙ ЦЕНТР НАРКОЛОГИИ ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""";7723356386;55.755814;37.617635
Средства антибактериальные гомеопатические лекарственные для лечения протозойных инфекций, грибковых заболеваний, антисептические;;23106.6;2015;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""МОСКОВСКИЙ НАУЧНО-ПРАКТИЧЕСКИЙ ЦЕНТР НАРКОЛОГИИ ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""";7723356386;55.755814;37.617635
Средства антибактериальные гомеопатические лекарственные для лечения протозойных инфекций, грибковых заболеваний, антисептические;;38808;2015;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""МОСКОВСКИЙ НАУЧНО-ПРАКТИЧЕСКИЙ ЦЕНТР НАРКОЛОГИИ ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""";7723356386;55.755814;37.617635
Анаферон;;8853;2015;"ГОСУДАРСТВЕННОЕ ОБЛАСТНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""МУРМАНСКИЙ ОБЛАСТНОЙ ДОМ РЕБЕНКА СПЕЦИАЛИЗИРОВАННЫЙ ДЛЯ ДЕТЕЙ С ОРГАНИЧЕСКИМ ПОРАЖЕНИЕМ ЦЕНТРАЛЬНОЙ НЕРВНОЙ СИСТЕМЫ С НАРУШЕНИЕМ ПСИХИКИ""";5190404329;68.969582;33.074558
Анаферон;;8385;2015;"ГОСУДАРСТВЕННОЕ ОБЛАСТНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""МУРМАНСКИЙ ОБЛАСТНОЙ ДОМ РЕБЕНКА СПЕЦИАЛИЗИРОВАННЫЙ ДЛЯ ДЕТЕЙ С ОРГАНИЧЕСКИМ ПОРАЖЕНИЕМ ЦЕНТРАЛЬНОЙ НЕРВНОЙ СИСТЕМЫ С НАРУШЕНИЕМ ПСИХИКИ""";5190404329;68.969582;33.074558
Анаферон детский  таблетки № 20;;48400;2012;"Муниципальное бюджетное учреждение здравоохранения ""Можгинская центральная районная больница""";1830001644;56.455051;52.213276
Анаферон МНН: Анаферон таблетки детские № 20;;6437.2;2011;Муниципальное учреждение здравоохранения Можгинская центральная районная больница;1830001644;56.455051;52.213276
Анаферон;;5600;2015;"БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ УДМУРТСКОЙ РЕСПУБЛИКИ ""МОЖГИНСКАЯ РАЙОННАЯ БОЛЬНИЦА МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ УДМУРТСКОЙ РЕСПУБЛИКИ""";1830001644;56.455051;52.213276
Анаферон (Т.Н.) или эквивалент;;15740;2014;"бюджетное учреждение здравоохранения Удмуртской Республики ""Можгинская районная больница Министерства здравоохранения Удмуртской Республики""";1830001644;56.455051;52.213276
Анаферон;;39825;2013;"Муниципальное бюджетное учреждение здравоохранения ""Можгинская центральная районная больница""";1830001644;56.455051;52.213276
Анаферон;;5310;2013;"Муниципальное бюджетное учреждение здравоохранения ""Можгинская центральная районная больница""";1830001644;56.455051;52.213276
Анаферон детский №20;;171.51;2014;"государственное бюджетное учреждение здравоохранения ""Мокшанская районная больница""";5823004088;53.470317;44.479255
анаферон таб №20;;171.51;2014;"государственное бюджетное учреждение здравоохранения ""Мокшанская районная больница""";5823004088;53.470317;44.479255
анаферон таб №20;;343.02;2014;"государственное бюджетное учреждение здравоохранения ""Мокшанская районная больница""";5823004088;53.470317;44.479255
анаферон таб №20;;343.02;2014;"государственное бюджетное учреждение здравоохранения ""Мокшанская районная больница""";5823004088;53.470317;44.479255
Анаферон дет №20;;171.51;2014;"государственное бюджетное учреждение здравоохранения ""Мокшанская районная больница""";5823004088;53.470317;44.479255
анаферон детский таб №20;;171.51;2014;"государственное бюджетное учреждение здравоохранения ""Мокшанская районная больница""";5823004088;53.470317;44.479255
анаферон детский таб №20;;171.51;2014;"государственное бюджетное учреждение здравоохранения ""Мокшанская районная больница""";5823004088;53.470317;44.479255
анаферон таб №20;;171.51;2014;"государственное бюджетное учреждение здравоохранения ""Мокшанская районная больница""";5823004088;53.470317;44.479255
анаферон таб №20;;171.51;2014;"государственное бюджетное учреждение здравоохранения ""Мокшанская районная больница""";5823004088;53.470317;44.479255
анаферон таб №20;;171.51;2014;"государственное бюджетное учреждение здравоохранения ""Мокшанская районная больница""";5823004088;53.470317;44.479255
анаферон таб №20;;171.51;2014;"государственное бюджетное учреждение здравоохранения ""Мокшанская районная больница""";5823004088;53.470317;44.479255
Средства противовирусные, противоаллергические гомеопатические лекарственные;;9542.5;2014;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""МОКШАНСКАЯ РАЙОННАЯ БОЛЬНИЦА""";5823004088;53.470317;44.479255
Средства гомеопатические лекарственные, действующие на нервную систему;;1206.1;2014;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""МОКШАНСКАЯ РАЙОННАЯ БОЛЬНИЦА""";5823004088;53.470317;44.479255
Средства гомеопатические лекарственные, действующие на чувствительные нервные окончания и противовоспалительные;;11894.4;2014;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""МОКШАНСКАЯ РАЙОННАЯ БОЛЬНИЦА""";5823004088;53.470317;44.479255
анаферон детский таб №20;;171.51;2014;"государственное бюджетное учреждение здравоохранения ""Мокшанская районная больница""";5823004088;53.470317;44.479255
анаферон детский таб №20;;171.51;2014;"государственное бюджетное учреждение здравоохранения ""Мокшанская районная больница""";5823004088;53.470317;44.479255
Анаферон дет таб №20;;330.14;2014;"государственное бюджетное учреждение здравоохранения ""Мокшанская районная больница""";5823004088;53.470317;44.479255
Анаферон дет таб №20;;330.14;2014;"государственное бюджетное учреждение здравоохранения ""Мокшанская районная больница""";5823004088;53.470317;44.479255
Анаферон дет №20;;165.07;2014;"государственное бюджетное учреждение здравоохранения ""Мокшанская районная больница""";5823004088;53.470317;44.479255
Анаферон дет таб №20;;165.07;2014;"государственное бюджетное учреждение здравоохранения ""Мокшанская районная больница""";5823004088;53.470317;44.479255
анаферон детский таб №20;;329.86;2014;"государственное бюджетное учреждение здравоохранения ""Мокшанская районная больница""";5823004088;53.470317;44.479255
анаферон детский таб №20;;165.07;2014;"государственное бюджетное учреждение здравоохранения ""Мокшанская районная больница""";5823004088;53.470317;44.479255
анаферон детский таб №20;;164.93;2014;"государственное бюджетное учреждение здравоохранения ""Мокшанская районная больница""";5823004088;53.470317;44.479255
анаферон детский таб №20;;329.86;2014;"государственное бюджетное учреждение здравоохранения ""Мокшанская районная больница""";5823004088;53.470317;44.479255
анаферон детский таб №20;;329.86;2014;"государственное бюджетное учреждение здравоохранения ""Мокшанская районная больница""";5823004088;53.470317;44.479255
анаферон детский таб №20;;165.07;2014;"государственное бюджетное учреждение здравоохранения ""Мокшанская районная больница""";5823004088;53.470317;44.479255
Анаферон детский таб № 20;;164.93;2014;"государственное бюджетное учреждение здравоохранения ""Мокшанская районная больница""";5823004088;53.470317;44.479255
Анаферон детский таб № 20;;164.93;2014;"государственное бюджетное учреждение здравоохранения ""Мокшанская районная больница""";5823004088;53.470317;44.479255
анаферон детский;;164.93;2014;"государственное бюджетное учреждение здравоохранения ""Мокшанская районная больница""";5823004088;53.470317;44.479255
анаферон детский;;329.86;2014;"государственное бюджетное учреждение здравоохранения ""Мокшанская районная больница""";5823004088;53.470317;44.479255
Анаферон дет таб № 20;;164.93;2014;"государственное бюджетное учреждение здравоохранения ""Мокшанская районная больница""";5823004088;53.470317;44.479255
анаферон детский;;164.93;2014;"государственное бюджетное учреждение здравоохранения ""Мокшанская районная больница""";5823004088;53.470317;44.479255
анаферон детский таб №20;;529.6;2014;"государственное бюджетное учреждение здравоохранения ""Мокшанская районная больница""";5823004088;53.470317;44.479255
анаферон таб № 20;;329.86;2014;"государственное бюджетное учреждение здравоохранения ""Мокшанская районная больница""";5823004088;53.470317;44.479255
анаферон таб № 20;;164.93;2014;"государственное бюджетное учреждение здравоохранения ""Мокшанская районная больница""";5823004088;53.470317;44.479255
анаферон детский таб №20 / анаферон детский;;165.82;2014;"государственное бюджетное учреждение здравоохранения ""Мокшанская районная больница""";5823004088;53.470317;44.479255
анаферон детский таб №20 / анаферон детский;;164.93;2014;"государственное бюджетное учреждение здравоохранения ""Мокшанская районная больница""";5823004088;53.470317;44.479255
анаферон детский таб №20;;164.93;2014;"государственное бюджетное учреждение здравоохранения ""Мокшанская районная больница""";5823004088;53.470317;44.479255
Анаферон дет. таб. № 20;;164.93;2014;"государственное бюджетное учреждение здравоохранения ""Мокшанская районная больница""";5823004088;53.470317;44.479255
Анаферон дет таб № 20;;164.93;2014;"государственное бюджетное учреждение здравоохранения ""Мокшанская районная больница""";5823004088;53.470317;44.479255
Анаферон дет № 20;;329.86;2014;"государственное бюджетное учреждение здравоохранения ""Мокшанская районная больница""";5823004088;53.470317;44.479255
Анаферон дет таб 20;;329.86;2014;"государственное бюджетное учреждение здравоохранения ""Мокшанская районная больница""";5823004088;53.470317;44.479255
анаферон таб №20 д/дет;;254.72;2014;"государственное бюджетное учреждение здравоохранения ""Мокшанская районная больница""";5823004088;53.470317;44.479255
Анаферон детский таб № 20;;331.64;2014;"государственное бюджетное учреждение здравоохранения ""Мокшанская районная больница""";5823004088;53.470317;44.479255
Анаферон детский таб. № 20;;165.82;2014;"государственное бюджетное учреждение здравоохранения ""Мокшанская районная больница""";5823004088;53.470317;44.479255
Анаферон детский таб. № 20;;165.82;2014;"государственное бюджетное учреждение здравоохранения ""Мокшанская районная больница""";5823004088;53.470317;44.479255
Анаферон детский таб. №20;;165.82;2014;"государственное бюджетное учреждение здравоохранения ""Мокшанская районная больница""";5823004088;53.470317;44.479255
Анаферон детский таб № 20;;165.82;2014;"государственное бюджетное учреждение здравоохранения ""Мокшанская районная больница""";5823004088;53.470317;44.479255
Анаферон детский таб № 20;;165.82;2014;"государственное бюджетное учреждение здравоохранения ""Мокшанская районная больница""";5823004088;53.470317;44.479255
Анаферон детский таб № 20;;165.82;2014;"государственное бюджетное учреждение здравоохранения ""Мокшанская районная больница""";5823004088;53.470317;44.479255
Анаферон детский таб № 20;;165.82;2014;"государственное бюджетное учреждение здравоохранения ""Мокшанская районная больница""";5823004088;53.470317;44.479255
Анаферон таб № 20д/дет;;254.72;2014;"государственное бюджетное учреждение здравоохранения ""Мокшанская районная больница""";5823004088;53.470317;44.479255
Анаферон таб №20;;254.72;2014;"государственное бюджетное учреждение здравоохранения ""Мокшанская районная больница""";5823004088;53.470317;44.479255
анаферон детский таб №20/ анаферон детский;;165.82;2014;"государственное бюджетное учреждение здравоохранения ""Мокшанская районная больница""";5823004088;53.470317;44.479255
анаферон детский таб №20 /анаферон детский;;165.82;2014;"государственное бюджетное учреждение здравоохранения ""Мокшанская районная больница""";5823004088;53.470317;44.479255
анаферон детский таб №20/ анаферон детский;;165.82;2014;"государственное бюджетное учреждение здравоохранения ""Мокшанская районная больница""";5823004088;53.470317;44.479255
анаферон таб №20 д/детей;;254.72;2014;"государственное бюджетное учреждение здравоохранения ""Мокшанская районная больница""";5823004088;53.470317;44.479255
анаферон таб №20 д/детей;;254.72;2014;"государственное бюджетное учреждение здравоохранения ""Мокшанская районная больница""";5823004088;53.470317;44.479255
анаферон детский таб №20/ анаферон детский;;163.32;2014;"государственное бюджетное учреждение здравоохранения ""Мокшанская районная больница""";5823004088;53.470317;44.479255
церебрум композитум Н р-р д\ин амп 2.2 №5 церебрум композитум;;953.45;2014;"государственное бюджетное учреждение здравоохранения ""Мокшанская районная больница""";5823004088;53.470317;44.479255
церебрум композитум Н р-р д/ин амп 2,2 мл №5 / церебрум композитум;;953.45;2014;"государственное бюджетное учреждение здравоохранения ""Мокшанская районная больница""";5823004088;53.470317;44.479255
Анаферон дет таб № 20;;163.32;2014;"государственное бюджетное учреждение здравоохранения ""Мокшанская районная больница""";5823004088;53.470317;44.479255
Анаферон детский таб № 20;;163.72;2014;"государственное бюджетное учреждение здравоохранения ""Мокшанская районная больница""";5823004088;53.470317;44.479255
Анаферон детский таб № 20;;163.72;2014;"государственное бюджетное учреждение здравоохранения ""Мокшанская районная больница""";5823004088;53.470317;44.479255
Анаферон № 20;;254.72;2014;"государственное бюджетное учреждение здравоохранения ""Мокшанская районная больница""";5823004088;53.470317;44.479255
Анаферон таб №20;;254.72;2014;"государственное бюджетное учреждение здравоохранения ""Мокшанская районная больница""";5823004088;53.470317;44.479255
анаферон таб №20 д/дет;;254.72;2014;"государственное бюджетное учреждение здравоохранения ""Мокшанская районная больница""";5823004088;53.470317;44.479255
анаферон таб №20 д/деь;;254.72;2014;"государственное бюджетное учреждение здравоохранения ""Мокшанская районная больница""";5823004088;53.470317;44.479255
анаферон таб №20 д/дет;;254.72;2014;"государственное бюджетное учреждение здравоохранения ""Мокшанская районная больница""";5823004088;53.470317;44.479255
анаферон таб №20 д/дет;;254.72;2014;"государственное бюджетное учреждение здравоохранения ""Мокшанская районная больница""";5823004088;53.470317;44.479255
анаферон детский таб №20 / анаферон детский;;328.8;2014;"государственное бюджетное учреждение здравоохранения ""Мокшанская районная больница""";5823004088;53.470317;44.479255
анаферон детский таб №20 / анаферон детский;;164.4;2014;"государственное бюджетное учреждение здравоохранения ""Мокшанская районная больница""";5823004088;53.470317;44.479255
анаферон детский таб №20/ анаферон детский;;328.8;2014;"государственное бюджетное учреждение здравоохранения ""Мокшанская районная больница""";5823004088;53.470317;44.479255
анаферон детский таб №20 / анаферон детский;;164.4;2014;"государственное бюджетное учреждение здравоохранения ""Мокшанская районная больница""";5823004088;53.470317;44.479255
анаферон детский таб №20 / анаферон детский;;164.4;2014;"государственное бюджетное учреждение здравоохранения ""Мокшанская районная больница""";5823004088;53.470317;44.479255
Анаферон   таб №20;;3182.6;2014;"государственное бюджетное учреждение здравоохранения ""Мокшанская районная больница""";5823004088;53.470317;44.479255
Анаферон детский  дет таб №20;;7930.5;2014;"государственное бюджетное учреждение здравоохранения ""Мокшанская районная больница""";5823004088;53.470317;44.479255
Анаферон детский, таб №20;;19521;2013;"Государственное бюджетное учреждение здравоохранения ""Мокшанская центральная районная больница""";5823004088;53.470317;44.479255
Анаферон дет., таб №20;;8010.5;2013;"Государственное бюджетное учреждение здравоохранения ""Мокшанская центральная районная больница""";5823004088;53.470317;44.479255
анаферон;;3116.2;2013;"Государственное бюджетное учреждение здравоохранения ""Магаданский областной наркологический диспансер""";4909007709;59.568164;150.808541
Анаферон;;2193.4;2011;"ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""МАГАДАНСКИЙ ОБЛАСТНОЙ НАРКОЛОГИЧЕСКИЙ ДИСПАНСЕР""";4909007709;59.568164;150.808541
Анаферон;;26039.24;2016;"ГОСУДАРСТВЕННОЕ ОБЛАСТНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""МУРМАНСКИЙ ОБЛАСТНОЙ ОНКОЛОГИЧЕСКИЙ ДИСПАНСЕР""";5191500674;68.954185;33.114815
Анаферон;;174.84;2016;"ГОСУДАРСТВЕННОЕ ОБЛАСТНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""МУРМАНСКИЙ ОБЛАСТНОЙ ОНКОЛОГИЧЕСКИЙ ДИСПАНСЕР""";5191500674;68.954185;33.114815
Средства гомеопатические лекарственные, действующие на сердечно-сосудистую систему;;666.8;2013;"Государственное областное бюджетное учреждение здравоохранения ""Мурманский областной онкологический диспансер """;5191500674;68.954185;33.114815
Средства гомеопатические лекарственные, действующие на сердечно-сосудистую систему;;827.4;2013;"Государственное областное бюджетное учреждение здравоохранения ""Мурманский областной онкологический диспансер """;5191500674;68.954185;33.114815
Средства гомеопатические лекарственные, действующие на сердечно-сосудистую систему;;1920.2;2013;"Государственное областное бюджетное учреждение здравоохранения ""Мурманский областной онкологический диспансер """;5191500674;68.954185;33.114815
Средства гомеопатические лекарственные, действующие на сердечно-сосудистую систему;;1215.5;2013;"Государственное областное бюджетное учреждение здравоохранения ""Мурманский областной онкологический диспансер """;5191500674;68.954185;33.114815
Средства гомеопатические лекарственные, действующие на сердечно-сосудистую систему;;3458.4;2013;"Государственное областное бюджетное учреждение здравоохранения ""Мурманский областной онкологический диспансер """;5191500674;68.954185;33.114815
Средства гомеопатические лекарственные, действующие на сердечно-сосудистую систему;;11005;2013;"Государственное областное бюджетное учреждение здравоохранения ""Мурманский областной онкологический диспансер """;5191500674;68.954185;33.114815
Средства гомеопатические лекарственные, действующие на сердечно-сосудистую систему;;403;2013;"Государственное областное бюджетное учреждение здравоохранения ""Мурманский областной онкологический диспансер """;5191500674;68.954185;33.114815
Средства гомеопатические лекарственные, действующие на сердечно-сосудистую систему;;295.9;2013;"Государственное областное бюджетное учреждение здравоохранения ""Мурманский областной онкологический диспансер """;5191500674;68.954185;33.114815
Средства гомеопатические лекарственные, действующие на сердечно-сосудистую систему;;1339.8;2013;"Государственное областное бюджетное учреждение здравоохранения ""Мурманский областной онкологический диспансер """;5191500674;68.954185;33.114815
Средства гомеопатические лекарственные, действующие на сердечно-сосудистую систему;;5357;2013;"Государственное областное бюджетное учреждение здравоохранения ""Мурманский областной онкологический диспансер """;5191500674;68.954185;33.114815
Средства гомеопатические лекарственные, действующие на сердечно-сосудистую систему;;1079.1;2013;"Государственное областное бюджетное учреждение здравоохранения ""Мурманский областной онкологический диспансер """;5191500674;68.954185;33.114815
Средства гомеопатические лекарственные, действующие на сердечно-сосудистую систему;;5600;2013;"Государственное областное бюджетное учреждение здравоохранения ""Мурманский областной онкологический диспансер """;5191500674;68.954185;33.114815
Средства гомеопатические лекарственные, действующие на чувствительные нервные окончания и противовоспалительные;;4515.2;2013;"Государственное областное бюджетное учреждение здравоохранения ""Мурманский областной онкологический диспансер """;5191500674;68.954185;33.114815
Средства гомеопатические лекарственные, действующие на сердечно-сосудистую систему;;3740;2013;"Государственное областное бюджетное учреждение здравоохранения ""Мурманский областной онкологический диспансер """;5191500674;68.954185;33.114815
Средства гомеопатические лекарственные, действующие на сердечно-сосудистую систему;;4977.5;2013;"Государственное областное бюджетное учреждение здравоохранения ""Мурманский областной онкологический диспансер """;5191500674;68.954185;33.114815
Средства гомеопатические лекарственные, действующие на сердечно-сосудистую систему;;755.7;2013;"Государственное областное бюджетное учреждение здравоохранения ""Мурманский областной онкологический диспансер """;5191500674;68.954185;33.114815
Средства гомеопатические лекарственные, действующие на сердечно-сосудистую систему;;1430;2013;"Государственное областное бюджетное учреждение здравоохранения ""Мурманский областной онкологический диспансер """;5191500674;68.954185;33.114815
Средства гомеопатические лекарственные, действующие на сердечно-сосудистую систему;;6549;2013;"Государственное областное бюджетное учреждение здравоохранения ""Мурманский областной онкологический диспансер """;5191500674;68.954185;33.114815
Средства гомеопатические лекарственные, действующие на сердечно-сосудистую систему;;32985;2013;"Государственное областное бюджетное учреждение здравоохранения ""Мурманский областной онкологический диспансер """;5191500674;68.954185;33.114815
Средства гомеопатические лекарственные, действующие на сердечно-сосудистую систему;;8518.4;2013;"Государственное областное бюджетное учреждение здравоохранения ""Мурманский областной онкологический диспансер """;5191500674;68.954185;33.114815
Средства гомеопатические лекарственные, действующие на сердечно-сосудистую систему;;2762.4;2013;"Государственное областное бюджетное учреждение здравоохранения ""Мурманский областной онкологический диспансер """;5191500674;68.954185;33.114815
Средства гомеопатические лекарственные, действующие на сердечно-сосудистую систему;;1507.8;2013;"Государственное областное бюджетное учреждение здравоохранения ""Мурманский областной онкологический диспансер """;5191500674;68.954185;33.114815
Средства антибактериальные гомеопатические лекарственные для лечения протозойных инфекций, грибковых заболеваний, антисептические;;3800;2013;"Государственное областное бюджетное учреждение здравоохранения ""Мурманский областной онкологический диспансер """;5191500674;68.954185;33.114815
Средства антибактериальные гомеопатические лекарственные для лечения протозойных инфекций, грибковых заболеваний, антисептические;;257200;2013;"Государственное областное бюджетное учреждение здравоохранения ""Мурманский областной онкологический диспансер """;5191500674;68.954185;33.114815
Средства антибактериальные гомеопатические лекарственные для лечения протозойных инфекций, грибковых заболеваний, антисептические;;33465;2013;"Государственное областное бюджетное учреждение здравоохранения ""Мурманский областной онкологический диспансер """;5191500674;68.954185;33.114815
Средства антибактериальные гомеопатические лекарственные для лечения протозойных инфекций, грибковых заболеваний, антисептические;;14105;2013;"Государственное областное бюджетное учреждение здравоохранения ""Мурманский областной онкологический диспансер """;5191500674;68.954185;33.114815
Средства антибактериальные гомеопатические лекарственные для лечения протозойных инфекций, грибковых заболеваний, антисептические;;1570;2013;"Государственное областное бюджетное учреждение здравоохранения ""Мурманский областной онкологический диспансер """;5191500674;68.954185;33.114815
Средства антибактериальные гомеопатические лекарственные для лечения протозойных инфекций, грибковых заболеваний, антисептические;;52000;2013;"Государственное областное бюджетное учреждение здравоохранения ""Мурманский областной онкологический диспансер """;5191500674;68.954185;33.114815
Средства антибактериальные гомеопатические лекарственные для лечения протозойных инфекций, грибковых заболеваний, антисептические;;201840;2013;"Государственное областное бюджетное учреждение здравоохранения ""Мурманский областной онкологический диспансер """;5191500674;68.954185;33.114815
Средства антибактериальные гомеопатические лекарственные для лечения протозойных инфекций, грибковых заболеваний, антисептические;;57750;2013;"Государственное областное бюджетное учреждение здравоохранения ""Мурманский областной онкологический диспансер """;5191500674;68.954185;33.114815
Средства антибактериальные гомеопатические лекарственные для лечения протозойных инфекций, грибковых заболеваний, антисептические;;2452;2013;"Государственное областное бюджетное учреждение здравоохранения ""Мурманский областной онкологический диспансер """;5191500674;68.954185;33.114815
Средства антибактериальные гомеопатические лекарственные для лечения протозойных инфекций, грибковых заболеваний, антисептические;;39690;2013;"Государственное областное бюджетное учреждение здравоохранения ""Мурманский областной онкологический диспансер """;5191500674;68.954185;33.114815
